Address,Content Type,Status Code,Indexability,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,H1-1,H1-1 Length,H1-2,H1-2 Length,Word Count,Sentence Count,Size (bytes),Transferred (bytes),Average Words Per Sentence,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Response Time,H1-1 Length Length,H1-2 Length Length,Meta Description 1 Length Length,Meta Description 1 Pixel Width Length,Title 1 Length Length,Title 1 Pixel Width Length
https://vawaa.com/artists/chikako-japanese-calligraphy-japan,text/html; charset=utf-8,200,Indexable,Learn Japanese Calligraphy with Chikako in Japan | VAWAA,56,529,"Spend your vacation in Japan and learn Japanese Calligraphy from Chikako. Chikako sensei, known by her artist name Kasho, was born into a family of calligraphers. She started training early and developed her own style that is delicate, bold and playful. She spent a year in Michigan teaching calligraphy and currently teaches calligraphy to students in various studios across Kyoto. Every year, she contributes her work to more than 10 calligraphy exhibitions across the country and serves as a judge for various calligraphy competitions in Japan. Her home studio is located in western part of Kyoto, close to mountains and thick Arashiyama Bamboo Groves. A bit shy, her dimpled warm smile can open a lot of hearts.",715,4421,Japanese Calligraphy with Chikako,33,Greetings,9,1502,251.0,457804,93728,5.984,1.25,38,34,0,7,5,0,2.249,2,1,3,4,2,3
https://www.hvlgroup.com/Product/213-41-SL/SS/,text/html; charset=utf-8,200,Indexable,Calligraphy by Corbett Lighting,31,272,"The official webpage of Hudson Valley Lighting, Troy Lighting, Corbett Lighting, and Mitzi. Beautiful decorative lighting fixtures such as chandeliers, pendants, wall sconces, flush mounts, semi flush mounts, bath and vanity lights, picture lights, and lamps that elevate any space.",282,1711,Shop,4,Provide feedback,16,893,289.0,142726,27482,3.09,1.25,214,109,0,2,2,0,2.854,1,2,3,4,2,3
http://www.calligraphybyct.com/,text/html;charset=utf-8,200,Indexable,Chicago Calligrapher | Custom Mirror Seating Charts & Hand Lettering - Calligraphy by CT,88,784,"Calligraphy by CT is a Chicago calligrapher specializing in mirror seating 
charts, wedding calligraphy, and hand lettering services. Elevate your 
event today!",162,953,Background,10,See why the Hyundai PALISADE is better than the Honda Pilot ⁠ Claim based on comparison of specifications on manufacturer websites.,131,205,33.0,73133,16760,6.212,1.25,43,19,0,5,5,0,0.743,2,3,3,3,2,3
https://www.metmuseum.org/toah/hd/cali/hd_cali.htm,text/html,200,Indexable,Calligraphy in Islamic Art | Essay | The Metropolitan Museum of Art | Heilbrunn Timeline of Art History,103,889,"Objects from different periods and regions vary in the use of calligraphy in their overall design, demonstrating the creative possibilities of calligraphy as ornament.",167,1000,Calligraphy in Islamic Art,26,"12, 50, 250 und 1000 ml (1000 ml only black 29770) 801, 802: 50 ml",66,1051,253.0,110938,25127,4.154,1.25,205,157,0,6,6,0,1.006,2,2,3,4,3,3
https://www.1001fonts.com/calligraphy-fonts.html,text/html; charset=UTF-8,200,Indexable,6716 Free Calligraphy Fonts · 1001 Fonts,40,363,"Calligraphy is an ancient writing technique using flat edged pens to create artistic lettering using thick and thin lines depending on the direction of the stroke. The height of calligraphy was reached in the middle age, where monks developed the narrow writing style called gothic, allowing more words to fit on a single line, as paper was expensive at the time.",363,2200,Calligraphy Fonts,17,Lauren Jacks Calligraphy,24,415,75.0,77274,14971,5.533,1.25,261,238,0,6,6,0,1.203,2,2,3,4,2,3
http://courses.thehappyevercrafter.com/smyd,text/html; charset=UTF-8,200,Indexable,ShowMeYourDrills | Free Course to Learn Modern Calligraphy,58,539,Custom fonts in Android the easy way... Contribute to chrisjenx/Calligraphy development by creating an account on GitHub.,121,0,The Calligraphy Heritage at Reed,32,"12, 50, 250 und 1000 ml (1000 ml only black 29770) 801, 802: 50 ml",66,566,97.0,107131,17446,5.835,1.25,23,6,0,0,0,0,0.713,2,2,3,1,2,3
https://eccsupply.com/,text/html; charset=utf-8,200,Indexable,East Coast Calligraphy,22,199,Arts Supplies & More,20,130,East Coast Calligraphy East Coast Calligraphy,45,The Lo Chia-Lun Calligraphy Collection,38,1355,378.0,307650,47804,3.585,1.25,166,95,0,10,6,0,0.866,2,2,2,3,2,3
https://www.stromanstudios.com/about-me,text/html;charset=utf-8,200,Indexable,"About Stefanie Stroman, Owner — Stroman Studios Calligraphy",59,555,"Spend your vacation in Japan and learn Japanese Calligraphy from Chikako. Chikako sensei, known by her artist name Kasho, was born into a family of calligraphers. She started training early and developed her own style that is delicate, bold and playful. She spent a year in Michigan teaching calligraphy and currently teaches calligraphy to students in various studios across Kyoto. Every year, she contributes her work to more than 10 calligraphy exhibitions across the country and serves as a judge for various calligraphy competitions in Japan. Her home studio is located in western part of Kyoto, close to mountains and thick Arashiyama Bamboo Groves. A bit shy, her dimpled warm smile can open a lot of hearts.",715,0,meet stefanie,13,My Favorite Gold Markers for Hand Lettering and Calligraphy,59,406,62.0,78548,16786,6.548,1.25,56,29,0,2,1,0,1.322,2,2,3,1,2,3
https://discussions.apple.com/thread/255507685,text/html;charset=utf-8,200,Indexable,Calligraphy pen and watercolor brush are … - Apple Community,60,553,"Are you learning calligraphy, a hand lettering beginner, but don't know where to start? This faux calligraphy or fauxligraphy basics tutorial is for you!",153,0,Calligraphy pen and watercolor brush are missing on my Freeform app,67,Provide feedback,16,485,93.0,138177,40442,5.215,1.25,59,45,0,0,0,0,2.664,2,2,3,1,2,3
https://www.calligraphybyjennifer.net/,text/html; charset=UTF-8,200,Indexable,Wedding Calligraphy | Calligraphy by Jennifer | Nationwide Calligraphy,70,616,"Wedding calligraphy services specializing in modern, traditional, and exquisite hand lettering. We ship nationwide and offer free quotes.",137,837,Gorgeous Handwritten Wedding Calligraphy and Other Special Occasions,68,See why the Hyundai PALISADE is better than the Honda Pilot ⁠ Claim based on comparison of specifications on manufacturer websites.,131,287,56.0,118410,31324,5.125,1.25,47,26,0,11,8,0,1.847,2,3,3,3,2,3
https://www.maxiecalligraphy.com/,text/html;charset=utf-8,200,Indexable,Pointed Pen Calligraphy | Maxie Calligraphy,43,382,"A resource for people who want to study pointed pen calligraphy. Free 
calligraphy worksheets are available for download. Vancouver calligraphy 
classes available for booking.",177,1077,How to style Calligraphy Brushes,32,Lauren Jacks Calligraphy,24,395,52.0,110958,19885,7.596,1.25,16,6,0,3,2,0,0.844,2,2,3,4,2,3
https://www.annerobin.com/,text/html; charset=UTF-8,200,Indexable,"Home - Anne Robin, Los Angeles Calligrapher",43,399,"Anne Robin Calligraphy + Design is a lettering and design studio based in Los Angeles, focusing on a luxurious, clean, and modern edge with an ethereal feel.",157,970,The Ultimate Blackletter Calligraphy Resource Guide,51,Provide feedback,16,13,7.0,72695,16730,1.857,1.25,15,9,0,4,4,0,0.967,2,2,3,3,2,3
https://calligraphy.wine/,text/html; charset=utf-8,200,Indexable,Calligraphy Wines,17,158,An exclusive Pinot Noir from the Russian River Valley AVA in the esteemed Sonoma County,87,563,Calligraphy Wine,16,Greetings,9,810,253.0,369930,70556,3.202,1.25,43,18,0,13,7,0,1.041,2,1,2,3,2,3
https://ce.harpercollege.edu/public/category/programStream.do?method=load&selectedProgramAreaId=27039&selectedProgramStreamId=10732661,text/html;charset=UTF-8,200,Indexable,Calligraphy | Harper College Community Education,48,445,Steve Jobs' ex-Trappist monk calligraphy teacher put him on the spiritual path to changing the world.,101,0,Calligraphy,11,Lauren Jacks Calligraphy,24,1002,169.0,55315,12519,5.929,1.25,49,34,0,12,12,0,1.397,2,2,3,1,2,3
https://mollysuberthorpe.com/,text/html;charset=utf-8,200,Indexable,"Learn Calligraphy with Molly: Classes, Books, and Tools",55,487,"Molly is a lettering artist and calligraphy teacher. Her resources for 
calligraphers include books, Procreate brushes, online classes, and free 
downloads.",158,932,"Hi, I’m Molly.",14,Lauren Jacks Calligraphy,24,453,72.0,251733,38270,6.292,1.25,119,67,0,43,34,0,1.333,2,2,3,3,2,3
https://www.senimancalligraphy.com/,text/html;charset=utf-8,200,Indexable,Seniman Calligraphy - Los Angeles Calligrapher,46,416,"Los Angeles based modern calligrapher. Contact me for custom invitation 
design, calligraphy addressing, branding, artwork and all your calligraphy 
needs!",157,953,I'm Ruth and welcome to Seniman Calligraphy. I'm a modern calligrapher based in Pasadena who also happens to do illustration and watercolor painting.,149,Lauren Jacks Calligraphy,24,124,33.0,91811,18886,3.758,1.25,49,20,0,5,5,0,1.33,3,2,3,3,2,3
https://writtenwordcalligraphy.com/collections/featured-collections,text/html; charset=utf-8,200,Indexable,"Featured Collections
– Written Word Calligraphy and Design",58,530,"The meaning of CALLIGRAPHY is artistic, stylized, or elegant handwriting or lettering. How to use calligraphy in a sentence. Did you know?",138,0,Shop,4,Collection: Featured Collections,32,1083,489.0,392639,56168,2.215,1.25,61,54,0,8,8,0,0.927,1,2,3,1,2,3
https://www.crookedcalligraphy.com/blog/copyright,text/html;charset=utf-8,200,Indexable,Calligraphy and Copyright Laws (explained by a lawyer!) — Crooked Calligraphy,77,693,"I use my lawyer brain to explain complicated intellectual property laws, so 
you can feel more at-ease in your calligraphy business",132,791,Crooked Calligraphy,19,Calligraphy and Copyright Laws (explained by a lawyer!),55,1461,228.0,124187,30457,6.408,1.25,29,14,0,9,5,0,1.326,2,2,3,3,2,3
https://www.reed.edu/calligraphy/,text/html,200,Indexable,The Heritage of Calligraphy - Reed College,42,371,"Research the 2025 Hyundai SANTA FE Calligraphy FWD in Cumming, GA at Hyundai of Cumming. View pictures, specs, and pricing & schedule a test drive today.",153,0,The Calligraphy Heritage at Reed,32,Subscribe to RSS,16,194,27.0,20117,4340,7.185,1.25,56,47,0,4,4,0,1.232,2,2,3,1,2,3
https://www.stephgcallig.com/,text/html;charset=utf-8,200,Indexable,Stephanie Gould Calligraphy and Design,38,353,This blog post describes the story behind how I learned calligraphy. I hope it will be helpful to you in your own calligraphy experience!,137,0,how to create fake calligraphy (tutorial + practice worksheets),63,MAPS OF YOUR MEMORIES,21,421,75.0,195730,27019,5.613,1.25,78,26,0,6,6,0,1.009,2,2,3,1,2,3
https://www.jerryvhonoluluhyundai.com/new-Honolulu-2024-Hyundai-Palisade-Calligraphy+Night+Edition-KM8R7DGE4RU780713,text/html; charset=utf-8,200,Indexable,2024 Hyundai PALISADE Calligraphy Night Edition Honolulu HI | Jerry V Honolulu Hyundai KM8R7DGE4RU780713,104,999,"Research the 2024 Hyundai PALISADE Calligraphy Night Edition in Honolulu, HI at Jerry V Honolulu Hyundai. View pictures, specs, and pricing on our huge selection of vehicles. KM8R7DGE4RU780713",192,1238,Calligraphy pen and watercolor brush are missing on my Freeform app,67,Provide feedback,16,3633,891.0,1016539,154938,4.077,1.25,301,113,0,12,9,0,1.592,2,2,3,4,3,3
https://www.hollerhyundai.com/new-Winter+Park-2025-Hyundai-Santa+Fe-Calligraphy-5NMP5DGL6SH077143,text/html; charset=utf-8,200,Indexable,"2025 Hyundai SANTA FE Calligraphy in Winter Park, FL | Orlando Hyundai SANTA FE | Holler Hyundai",96,883,"Research the 2025 Hyundai SANTA FE Calligraphy in Winter Park, FL at Holler Hyundai. View pictures, specs, and pricing & schedule a test drive today.",149,929,Are you ready to learn brush calligraphy?,41,A Place for Artful Living & Timeless Design.,44,4234,1071.0,1069479,166130,3.953,1.25,303,112,0,13,10,0,15.897,2,2,3,3,2,3
