Address,Content Type,Status Code,Indexability,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,H1-1,H1-1 Length,H1-2,H1-2 Length,Word Count,Sentence Count,Size (bytes),Transferred (bytes),Word Count,Sentence Count,Average Words Per Sentence,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Response Time,H1-1 Length Length,H1-2 Length Length,Meta Description 1 Length Length,Meta Description 1 Pixel Width Length,Title 1 Length Length,Title 1 Pixel Width Length
https://www.fgcu.edu/eng/bioengineering-civilengineering-environmentalengineering/,text/html; charset=utf-8,200,Indexable,"Department of Bioengineering, Civil  Engineering, and Environmental Engineering",79,707,Civil engineering | FGCU,24,149,"Department of Bioengineering, Civil Engineering, and Environmental Engineering",78,Advanced Object Oriented Programming (4340701),46,1090,302.0,94662,21537,1090,302.0,3.609,1.08,354,154,0,51,27,0,4.851,2,2,2,3,2,3
https://grad.ucla.edu/programs/school-of-engineering-and-applied-science/civil-environmental-engineering-department/civil-engineering/,text/html; charset=UTF-8,200,Indexable,Civil Engineering | UCLA Graduate Programs,42,389,"The Civil and Environmental Engineering Department consists of four sub-disciplines, each of which - properly - investigates distinct areas of inquiry to...",156,942,UCLA Graduate Programs,22,99 Bottles of OOP - 2nd Edition,31,299,85.0,66951,66951,299,85.0,3.518,1.08,81,59,0,4,4,0,5.154,2,2,3,3,2,3
https://www.gonzaga.edu/school-of-engineering-applied-science/degrees-and-programs/civil-engineering,text/html; charset=utf-8,200,Indexable,B.S. Civil Engineering | Gonzaga University,43,371,Do you care about the environment and sustainability? Study Civil Engineering at Gonzaga to gain the skills for sustainable infrastructure and water resource care.,163,1001,B.S. Civil Engineering,22,InkscapeForum.com,17,692,177.0,73095,73095,692,177.0,3.91,1.08,133,90,0,15,12,0,5.005,2,2,3,4,2,3
https://academics.siu.edu/engineering/civil/,text/html; charset=UTF-8,200,Indexable,Civil Engineering | Engineering | SIU,37,311,Great programs here at SIU,26,167,Civil Engineering | Engineering | SIU,37,Trending Songs,14,587,115.0,29046,7059,587,115.0,5.104,1.08,59,39,0,9,7,0,1.419,2,2,2,3,2,3
https://jewell.edu/programs/civil-engineering,text/html; charset=utf-8,200,Indexable,Civil Engineering Degree Kansas City | William Jewell College,61,536,Solve important issues facing humankind today with a Civil Engineering degree. Our Kansas City area college offers outstanding faculty and options for specialization. Apply or contact us to learn more.,201,1240,Civil Engineering,17,Working with Normalization Rules,32,1381,246.0,305470,36449,1381,246.0,5.614,1.08,159,64,0,13,10,0,2.82,2,2,3,4,2,3
https://engineering.missouri.edu/departments/cee/,text/html; charset=UTF-8,200,Indexable,Civil & Environmental Engineering // Mizzou Engineering,55,497,It's so comfy and we love the POCKETS! It's our all-time favorite sweatshirt!,77,0,University of Missouri,22,Mizzou Engineering,18,288,61.0,108219,108219,288,61.0,4.721,1.08,88,77,0,13,11,0,12.858,2,2,2,1,2,3
https://admissions.wvu.edu/academics/majors/civil-engineering,text/html; charset=utf-8,200,Indexable,Civil Engineering Major - Undergraduate Admissions at WVU,57,528,"Civil engineers specialize in engineering issues related to civil infrastructure development and environmental challenges. Our Civil Engineering graduates pursue careers in industry, government, consulting, management, teaching, research, marketing and sales.",259,1604,Civil EngineeringMajor,22,Mathematics,11,1815,362.0,115385,27669,1815,362.0,5.014,1.08,154,103,0,19,19,0,2.273,2,2,3,4,2,3
https://www.lamar.edu/academics/degrees/civil-and-environmental-engineering/civil-engineering-degree.html,text/html; charset=UTF-8,200,Indexable,Bachelor's Degree in Civil Engineering - Lamar University,57,495,"The Bachelor of Science in Civil Engineering prepares you for a people-serving profession vital to the world’s economic, political and social well-being.",153,924,Bachelor's Degree in Civil Engineering,38,RAISING A CHILD WITH ANXIETY OR OCD?,36,690,168.0,35202,35202,690,168.0,4.107,1.08,65,43,0,7,7,0,1.714,2,2,3,3,2,3
https://www.ccny.cuny.edu/civileng,text/html; charset=UTF-8,200,Indexable,Civil Engineering,17,147,"Bradley Hospital, the nation’s first psychiatric hospital for children, presents Parenting Matters.",99,0,The Best Wireless Mouse,23,Title:FateZero: Fusing Attentions for Zero-shot Text-based Video Editing,72,1185,263.0,179235,42964,1185,263.0,4.506,1.08,360,151,0,28,16,0,6.08,2,2,2,1,2,3
https://www.stmartin.edu/academics/all-programs/civil-engineering,text/html; charset=UTF-8,200,Indexable,Civil Engineering | Saint Martin's University,45,373,"Ready to tackle real-world issues, help solve problems in your community and examine what it means to be an ethical engineer in the 21st century? Civil engineering may be the right major for you.",195,1205,Civil Engineering,17,Advanced Object Oriented Programming (4340701),46,838,205.0,72661,17924,838,205.0,4.088,1.08,142,93,0,8,8,0,2.056,2,2,3,4,2,3
https://www.juniata.edu/academics/civil-engineering/,text/html; charset=utf-8,200,Indexable,Civil Engineering | Juniata College,35,299,Civil Engineering program of emphasis at Juniata College,56,355,Civil Engineering,17,Advanced Object Oriented Programming (4340701),46,524,113.0,42652,8139,524,113.0,4.637,1.08,80,47,0,12,9,0,3.043,2,2,2,3,2,3
https://www.umassd.edu/engineering/cen/,text/html; charset=UTF-8,200,Non-Indexable,Department of Civil & Environmental Engineering | College of Engineering | UMass Dartmouth,90,818,You don’t mention where the chair came apart. But here’s a general process I use when repairing a chair. I do this professionally so I can’t have my work end up causing an injury. All loose joints need to be cleaned of all residual glue. This mean...,250,0,Department of Civil & Environmental Engineering,47,Naive implemantation of the backward pass through the BatchNorm-Layer,69,2172,413.0,95479,21844,2172,413.0,5.259,1.08,152,112,0,10,10,0,1.207,2,2,3,1,2,3
https://catalog.uaf.edu/accelerated-programs/civil-engineering-bs-ms/,text/html; charset=UTF-8,200,Indexable,Civil Engineering B.S./M.S. | University of Alaska Fairbanks Catalog,68,587,University of Alaska Fairbanks Civil Engineering B.S./M.S. program page,71,446,Catalog 2024-2025,17,Civil Engineering B.S./M.S.,27,2741,582.0,196282,196282,2741,582.0,4.71,2.15,973,736,0,3,3,0,1.301,2,2,2,3,2,3
https://catalog.uaf.edu/bachelors/civil-engineering-bs/,text/html; charset=UTF-8,200,Indexable,Civil Engineering B.S. | University of Alaska Fairbanks Catalog,63,539,University of Alaska Fairbanks Civil Engineering Bachelors program page.,72,453,Catalog 2024-2025,17,Civil Engineering B.S.,22,1130,250.0,114110,114110,1130,250.0,4.52,2.15,770,691,0,3,3,0,2.012,2,2,2,3,2,3
https://www.ucmerced.edu/majors-and-minors/civil-engineering-bs,text/html; charset=utf-8,200,Indexable,UC Merced Civil Engineering Degree in California,48,428,Apply to one of the top civil engineering schools in California to prepare yourself for careers in both private and public organizations.,137,817,"Civil Engineering, B.S.",23,Looking for a Civil Engineering College? Learn More About UC Merced,67,661,134.0,114590,23386,661,134.0,4.933,1.08,147,112,0,8,8,0,3.702,2,2,3,3,2,3
https://www.pnw.edu/program-finder/civil-engineering-bsce/,text/html; charset=UTF-8,200,Indexable,Bachelor's Degree in Civil Engineering - Purdue University Northwest,68,600,"As a Civil Engineering major at PNW, you'll have meaningful interactions with faculty in small classes as part of an ABET-accredited program.",141,869,Bachelor's Degree in Civil Engineering,38,Advanced Object Oriented Programming (4340701),46,1151,207.0,68506,16250,1151,207.0,5.56,1.08,66,53,0,14,14,0,5.794,2,2,3,3,2,3
https://www.tarleton.edu/mece/,text/html; charset=UTF-8,200,Indexable,"Mechanical, Environmental and Civil Engineering - Tarleton State University",75,661,"Welcome to Mechanical, Environmental and Civil Engineering! About Our Department: All of our programs engage students in rigorous, hands-on curricula throug ...",160,1010,Undergraduate Degrees,21,Updated US and Canadian Normalization Factors for TRACI 2.1,59,959,172.0,119679,25167,959,172.0,5.576,1.08,78,51,0,21,20,0,0.677,2,2,3,4,2,3
https://www.uwyo.edu/uw/degree-programs/civil-engineering-bachelors.html,text/html; charset=utf-8,200,Indexable,Civil Engineering B.S,21,182,Earn your B.S. in Civil Engineering at the University of Wyoming in a professional and project-based setting.,109,661,Civil Engineering,17,Subscribe to RSS,16,1059,271.0,93496,93496,1059,271.0,3.908,1.08,139,78,0,24,14,0,1.06,2,2,3,3,2,3
https://wne.edu/academics/graduate/civil-engineering-ms.cfm,text/html;charset=UTF-8,200,Indexable,MS in Civil Engineering | Western New England University,56,503,Study full-time or part-time in WNE's MS in Civil Engineering program and gain valuable engineering skills through coursework or a graduate research thesis.,156,965,Master of Science in Civil Engineering,38,Mizzou Engineering,18,1020,162.0,70026,70026,1020,162.0,6.296,1.08,73,62,0,11,11,0,2.679,2,2,3,3,2,3
https://www.asce.org/about-civil-engineering,text/html; charset=utf-8,200,Indexable,About civil engineering | ASCE,30,267,"Civil engineers design, build, and maintain the foundation for our modern society – our buildings, roads and bridges, drinking water and energy systems, sea ports and airports, and the infrastructure for a cleaner environment, to name just a few.",246,1504,About civil engineering,23,See why the Hyundai PALISADE is better than the Honda Pilot ⁠ Claim based on comparison of specifications on manufacturer websites.,131,379,68.0,106611,15664,379,68.0,5.574,1.08,210,97,0,38,17,0,5.964,2,3,3,4,2,3
https://cee.illinois.edu/academics/graduate-programs/ms-degree-and-curriculum,text/html,200,Indexable,MS Degree and Curriculum | Civil & Environmental Engineering | Illinois,71,620,MS Degree and Curriculum,24,166,MS Degree and Curriculum,24,RAISING A CHILD WITH ANXIETY OR OCD?,36,1522,236.0,60487,60487,1522,236.0,6.449,1.08,235,183,0,8,8,0,3.013,2,2,2,3,2,3
https://www.clarkson.edu/academics/majors-minors/civil-engineering,text/html; charset=UTF-8,200,Indexable,Bachelor’s in Civil Engineering | Clarkson,42,357,"Prepare to design a better, more sustainable world with a Bachelor of Science in Civil Engineering from Clarkson University. Learn more and start to impact what matters.",169,1043,Bachelor of Science in Civil Engineering,40,Ask for info,12,1727,330.0,58939,16814,1727,330.0,5.233,1.08,101,77,0,13,13,0,1.004,2,2,3,4,2,3
https://engineering.oregonstate.edu/Academics/Degrees/civil-engineering,text/html; charset=UTF-8,200,Indexable,Civil Engineering | College of Engineering | Oregon State University,68,583,"Civil engineering degrees at Oregon State University. Learn infrastructure design, construction management, and sustainable development.",136,859,Civil Engineering,17,Ask for info,12,2095,386.0,85701,20797,2095,386.0,5.427,1.08,75,64,0,8,8,0,9.239,2,2,3,3,2,3
https://www.cascadia.edu/academic-programs/science-technology-engineering-and-mathematics/civil-engineering.aspx,text/html; charset=utf-8,200,Indexable,Civil Engineering Associate | Cascadia College,46,407,"In Cascadia College's Civil Engineering pathway, you will study structural and load bearing systems, transportation, water resources, and environmental safety measures. You will be prepared to plan, design, and construct large systems such as subway, tunnels, and bridges.",272,1689,Civil Engineering,17,Meet Mario Ferruzzi CALS New Dean,33,1260,206.0,61008,61008,1260,206.0,6.117,1.08,115,75,0,26,21,0,1.554,2,2,3,4,2,3
https://www.valpo.edu/find-your-major/civil-engineering-major/,text/html; charset=UTF-8,200,Indexable,Major in Civil Engineering - Valparaiso University,50,423,Students in Civil Engineering at Valpo work directly with faculty who bring years of professional engineering experience to the classroom.,138,847,Major in Civil Engineering,26,Bachelor of Science in Mathematics,34,263,57.0,52572,15086,263,57.0,4.614,1.08,40,26,0,8,8,0,2.265,2,2,3,3,2,3
https://engineering.case.edu/civil-and-environmental-engineering/academics/doctor-philosophy,text/html; charset=UTF-8,200,Indexable,Civil Engineering | Case School of Engineering,46,405,Learn more about earning a doctor of philosophy in civil and environmental engineering from Case Western Reserve University.,124,783,Civil and Environmental Engineering,35,PhD in Civil Engineering,24,393,89.0,34730,34730,393,89.0,4.416,1.08,98,61,0,9,9,0,4.651,2,2,3,3,2,3
https://catalog.umkc.edu/colleges-schools/science-engineering/civil-engineering/bachelor-of-science-civil-engineering/,text/html; charset=UTF-8,200,Indexable,Bachelor of Science: Civil Engineering < University of Missouri-Kansas City,75,652,"Are you learning calligraphy, a hand lettering beginner, but don't know where to start? This faux calligraphy or fauxligraphy basics tutorial is for you!",153,0,University of Missouri-Kansas City,34,Bachelor of Science: Civil Engineering,38,2602,471.0,254590,254590,2602,471.0,5.524,1.08,1088,1017,0,10,10,0,4.383,2,2,3,1,2,3
https://www.britannica.com/technology/civil-engineering,text/html;charset=UTF-8,200,Indexable,"Civil engineering | Definition, History, Functions, Branches, & Facts | Britannica",82,687,"Civil engineering, the profession of designing and executing structural works that serve the general public, such as dams, bridges, aqueducts, canals, highways, power plants, sewerage systems, and other infractructure. Learn more about civil engineering with this article.",272,1667,civil engineering,17,Working with Normalization Rules,32,1608,308.0,97074,22329,1608,308.0,5.221,1.08,176,128,0,15,15,0,0.845,2,2,3,4,2,3
https://www.calstatela.edu/ecst/ce,text/html; charset=UTF-8,200,Indexable,Department of Civil Engineering | Cal State LA,46,403,"By Alexander Petkov Have you noticed how the same cliche questions always get asked at job interviews — over and over again? I’m sure you know what I mean. For example: Where do you see yourself in five years? or, even worse: What do you consider ...",250,0,Department of Civil Engineering,31,Choose a Location,17,609,142.0,59734,11694,609,142.0,4.289,1.08,134,94,0,19,10,0,1.528,2,2,3,1,2,3
https://www.missouristate.edu/EGR/Civil/default.htm,text/html,200,Indexable,Civil Engineering Undergraduate Program - Cooperative Engineering Program - College of Natural and Applied Sciences - Missouri State,132,1189,Build your community as a civil engineer. Earn your degree from Missouri S&T; take classes at MSU.,98,615,Civil Engineering Undergraduate Program,39,Mathematics,11,439,82.0,65587,20495,439,82.0,5.354,1.08,132,109,0,21,21,0,1.17,2,2,2,3,3,4
https://engineering.rowan.edu/programs/civilenvironmental/,text/html; charset=UTF-8,200,Indexable,Civil & Environmental Engineering,33,297,Rowan University is a Carnegie-classified national doctoral research institution dedicated to excellence in undergraduate and graduate education.,145,899,Civil & Environmental Engineering,33,Civil & Environmental Engineering,33,637,149.0,53642,53642,637,149.0,4.275,1.08,118,106,0,12,11,0,3.439,2,2,3,3,2,3
https://erau.edu/degrees/bachelor/civil-engineering,text/html; charset=utf-8,200,Indexable,Bachelor's Degree in Civil Engineering,38,333,The Civil Engineering Bachelor's program at Embry-Riddle fosters sophisticated problem-solving and team-building skills to prepare you for a focused career and to pass the Fundamentals of Engineering exam.,205,1291,Bachelor of Science in Civil Engineering,40,Easy Boneless Chicken Biryani Recipe,36,2098,385.0,74754,74787,2098,385.0,5.449,1.08,131,81,0,14,8,0,2.842,2,2,3,4,2,3
https://www.civil.utah.edu/bs-civil-engineering/,text/html; charset=UTF-8,200,Indexable,BS Civil Engineering - Civil & Environmental Engineering,56,489,Civil & Environmental Engineering,33,208,Civil Engineering (BS),22,Trending Songs,14,1445,224.0,212115,31376,1445,224.0,6.451,1.08,128,94,0,7,7,0,1.694,2,2,2,3,2,3
https://madisoncollege.edu/academics/programs/civil-engineering-technology,text/html; charset=UTF-8,200,Indexable,Civil Engineering Technology Associate Degree | Madison College,63,579,Build the road for that journey of a thousand steps. Start here. Then go right to work – or transfer to get your bachelor’s.,124,741,Civil Engineering Technology,28,Trending Songs,14,2816,692.0,112037,23592,2816,692.0,4.069,1.08,202,173,0,19,18,0,2.205,2,2,3,3,2,3
https://www.jsums.edu/civilengineering/,text/html; charset=UTF-8,200,Indexable,arduino - microcontroller programming vs object oriented programming - Electrical Engineering Stack Exchange,108,0,"Organize your handbag with our iconic line of ""modern retro chic"" wallets. In noble and natural leather and vintage-inspired, they will be your daily accomplices.",162,0,Are you ready for the skydiving thrill of a lifetime? Freefall with the best at Skydive Spaceland!,98,2024–25 Ski Passport grades 3–6,31,0,,70254,70254,0,,,0.0,0,0,0,0,0,0,5.43,2,2,3,1,3,1
https://www.engineering.txst.edu/programs/civil.html,text/html; charset=utf-8,200,Indexable,"Civil Engineering (CE)
      : Ingram School of Engineering
      : Texas State University",90,675,"Organize your handbag with our iconic line of ""modern retro chic"" wallets. In noble and natural leather and vintage-inspired, they will be your daily accomplices.",162,0,Civil Engineering (CE),22,Need help?,10,554,108.0,63710,11082,554,108.0,5.13,1.08,55,36,0,24,20,0,13.183,2,2,3,1,2,3
https://wit.edu/academics/engineering/degrees/undergraduate/civil-engineering,text/html; charset=UTF-8,200,Indexable,Civil Engineering Undergraduate Degree in Boston | Wentworth,60,553,"Learn about the Civil Engineering Undergraduate Degree at Wentworth Institute of Technology, located right in the heart of downtown Boston, MA.",143,905,Civil Engineering,17,RAISING A CHILD WITH ANXIETY OR OCD?,36,1406,270.0,144258,28060,1406,270.0,5.207,1.08,490,343,0,17,16,0,3.924,2,2,3,3,2,3
https://cee.umd.edu/undergraduate/degrees/bachelor-science,text/html; charset=utf-8,200,Indexable,Bachelor of Science | Department of Civil & Environmental Engineering,69,621,"Loaded with veggies, crunchy cashews, warm spices like saffron, herbs like cilantro and mint, this Vegetable Biryani is a delight to the taste buds!",148,0,Bachelor of Science,19,Subscribe to RSS,16,458,95.0,36269,10269,458,95.0,4.821,1.08,111,81,0,10,9,0,6.767,2,2,3,1,2,3
https://www.bucknell.edu/academics/college-engineering/majors-departments/civil-environmental-engineering,text/html; charset=UTF-8,200,Indexable,Civil & Environmental Engineering Majors | Bucknell,51,453,"Bucknell's civil & environmental engineering degree programs offer small classes, hands-on labs and independent research opportunities. Learn more!",147,927,Civil & Environmental Engineering,33,Naive implemantation of the backward pass through the BatchNorm-Layer,69,926,173.0,176507,37817,926,173.0,5.353,1.08,160,85,0,19,9,0,1.062,2,2,3,3,2,3
https://cce.eng.ua.edu/,text/html; charset=UTF-8,200,Indexable,"Civil, Construction and Environmental Engineering",49,442,"Explore your math bachelor’s degree options at Northern Arizona University. Read about program details, campus availability, and apply today!",141,0,Statistics > Machine Learning,29,Meet Mario Ferruzzi CALS New Dean,33,478,98.0,40655,40655,478,98.0,4.878,1.08,89,81,0,0,0,0,2.301,2,2,3,1,2,3
https://admissions.uiowa.edu/academics/civil-engineering,text/html; charset=UTF-8,200,Indexable,Civil Engineering | Admissions - The University of Iowa,55,475,"Civil Engineering is about community service, development, and improvement. It involves the conception, planning, design, construction, and operation of facilities essential to modern life, from transit systems to offshore structures to space satellites.Civil engineers are solvers of real-world",295,1787,Admissions,10,Civil Engineering,17,890,156.0,82885,23357,890,156.0,5.705,1.08,59,49,0,5,5,0,1.35,2,2,3,4,2,3
https://engineering.tamu.edu/civil/academics/degrees/graduate/master-of-engineering.html,text/html,200,Indexable,Master of Engineering in Civil Engineering | Texas A&M University Engineering,77,684,How To Make Authentic Chicken Biryani At Home includes layers of rice and the meat gravy its seriously is the most aromatic smell.,130,0,Master of Engineering in Civil Engineering,42,ECE 205 Object Oriented Programming (4),39,310,67.0,55304,8201,310,67.0,4.627,1.08,89,67,0,14,14,0,2.91,2,2,3,1,2,3
https://cee.stanford.edu/academics-admission/undergraduate-degrees,text/html; charset=UTF-8,200,Indexable,Undergraduate Degrees | Civil and Environmental Engineering,59,542,"Los Angeles based modern calligrapher. Contact me for custom invitation 
design, calligraphy addressing, branding, artwork and all your calligraphy 
needs!",157,0,Undergraduate Degrees,21,GUIDELINES,10,652,99.0,57879,11476,652,99.0,6.586,1.08,89,67,0,9,9,0,1.53,2,2,3,1,2,3
https://ce.lafayette.edu/,text/html; charset=UTF-8,200,Indexable,Civil and Environmental Engineering · Lafayette College,55,487,A shrunken crew-neck sweatshirt in three views with chevron pieced colorblocking in sizes 0 - 30,96,0,Civil and Environmental Engineering,35,Meet Mario Ferruzzi CALS New Dean,33,266,67.0,181549,100512,266,67.0,3.97,1.08,97,76,0,12,10,0,2.536,2,2,2,1,2,3
https://www.cee.psu.edu/academics/what-is-civil-engineering.aspx,text/html; charset=utf-8,200,Indexable,What do civil engineers do? | Penn State Engineering,52,463,"Civil Engineers (CEs) are trained to solve the design, construction, and maintenance concerns of the natural and physically built environment. They deal with public works including highways, railroads, bridges, buildings, and water and energy systems.",251,1547,What do Civil Engineers do?,27,Updated US and Canadian Normalization Factors for TRACI 2.1,59,645,162.0,24792,24792,645,162.0,3.981,1.08,102,82,0,8,8,0,5.064,2,2,3,4,2,3
https://www.fau.edu/engineering/cege/graduate/ms/,text/html; charset=UTF-8,200,Indexable,Civil Program | Florida Atlantic University,43,358,Florida Atlantic University College of Engineering and Computer Science,71,446,MS with Major in Civil Engineering,34,Easy Boneless Chicken Biryani Recipe,36,325,71.0,34742,34742,325,71.0,4.577,1.08,111,94,0,6,6,0,1.925,2,2,2,3,2,3
https://engineering.mercer.edu/academic-programs/undergraduate-programs/civil-engineering/,text/html; charset=UTF-8,200,Indexable,Civil Engineering Degree—Bachelor of Science in Engineering,59,538,"Design, build and maintain modern infrastructure with a civil engineering degree. Excel in graduate school or a new career with a civil engineering degree.",155,945,Civil Engineering,17,Meet Mario Ferruzzi CALS New Dean,33,949,151.0,147496,39657,949,151.0,6.285,1.08,270,173,0,25,15,0,1.114,2,2,3,3,2,3
https://www.onu.edu/academics/civil-engineering,text/html; charset=UTF-8,200,Indexable,Civil Engineer Major (BSCE) | Ohio Northern University,54,473,"Learn how civil engineers with a BSCE degree from ONU learn to make infrastructure dreams into reality, from clean drinking water and safe roadways.",148,927,Civil Engineering Degree from ONU,33,Get Ready to Jump in 2024,25,1793,307.0,163802,43818,1793,307.0,5.84,1.08,90,71,0,19,19,0,2.81,2,2,3,3,2,3
https://www.oit.edu/academics/degrees/civil-engineering,text/html; charset=UTF-8,200,Indexable,Civil Engineering Degree Program | Oregon Tech,46,425,Earn your bachelor's or master's degree in civil engineering with Oregon Tech! Civil Engineering students at Oregon Tech learn in modern labs from experienced faculty.,167,1034,Civil Engineering,17,Mizzou Engineering,18,1245,251.0,142672,27531,1245,251.0,4.96,1.08,214,92,0,14,10,0,3.223,2,2,3,4,2,3
https://catalogs.nmsu.edu/nmsu/engineering/civil-engineering/civil-engineering-general-bachelor-science-civil-engineering/,text/html; charset=UTF-8,200,Indexable,Civil Engineering - Bachelor of Science in Civil Engineering | New Mexico State University Academic Catalog,107,945,"New to abstract painting with acrylics? Discover the power of acrylic 
mediums for creating dimension, depth, and adding transparency to your 
vibrant artworks. Explore the advantages of acrylic mediums and how they 
can improve your techniques. Experiencing with mediums is a perfect way for 
artists seeking to enhance their skills and craft.",348,0,Civil Engineering - Bachelor of Science in Civil Engineering,60,Ask for info,12,1599,299.0,179557,179557,1599,299.0,5.348,1.08,747,689,0,1,1,0,1.84,2,2,3,1,3,3
https://www.siue.edu/academics/graduate/degrees-and-programs/civil-engineering/,text/html,200,Indexable,Civil Engineering (MS),22,195,A shrunken crew-neck sweatshirt in three views with chevron pieced colorblocking in sizes 0 - 30,96,0,Civil Engineering (MS),22,See why the Hyundai PALISADE is better than the Honda Pilot ⁠ Claim based on comparison of specifications on manufacturer websites.,131,822,131.0,52396,52396,822,131.0,6.275,1.08,135,79,0,41,27,0,1.421,2,3,2,1,2,3
https://cee.vt.edu/Graduate-menu/prospective_graduate_students.html,text/html;charset=utf-8,200,Indexable,Prospective Graduate Students  | Civil & Environmental Engineering | Virginia Tech,82,717,"Prospective graduate students should refer to the information in the dropdown menu under “Prospective Graduate Students.” That will share information about CEE at Virginia Tech, as well as guide you through the application process and required materials needed to apply. Additional resources can be found below:",311,1954,Prospective Graduate Students,29,Ask for info,12,4232,737.0,113572,22415,4232,737.0,5.742,1.08,130,99,0,12,10,0,1.997,2,2,3,4,2,3
https://ceg.osu.edu/civil-engineering-graduate-studies-program-cegsp-overview,text/html; charset=UTF-8,200,Indexable,"Civil Engineering Graduate Studies Program (CEGSP) Overview | Civil, Environmental and Geodetic Engineering",107,973,Discover the Wooden Chair by Marc Newson crafted by Cappellini. Shop the exclusive selection of Lounge Chairs on Artemest online store.,135,0,Civil Engineering Graduate Studies Program (CEGSP) Overview,59,2024–25 Ski Passport grades 3–6,31,367,65.0,121619,19205,367,65.0,5.646,1.08,179,97,0,5,5,0,1.374,2,2,3,1,3,3
https://cee.engin.umich.edu/graduate-studies/phd-programs/,text/html; charset=UTF-8,200,Indexable,PhD Programs - Civil and Environmental Engineering,50,461,"Are you learning calligraphy, a hand lettering beginner, but don't know where to start? This faux calligraphy or fauxligraphy basics tutorial is for you!",153,0,PhD Programs,12,College of Agriculture and Life Sciences,40,579,100.0,142939,23726,579,100.0,5.79,1.08,126,101,0,6,6,0,2.654,2,2,3,1,2,3
https://www.ycp.edu/academics/programs/civil-engineering,text/html; charset=UTF-8,200,Indexable,Civil Engineering | York College of Pennsylvania,48,417,"Explore your math bachelor’s degree options at Northern Arizona University. Read about program details, campus availability, and apply today!",141,0,Civil Engineering,17,Working with Normalization Rules,32,768,164.0,103826,22675,768,164.0,4.683,1.08,82,65,0,13,11,0,1.57,2,2,3,1,2,3
https://engineering.unl.edu/cee/,text/html; charset=utf-8,200,Indexable,Civil & Environmental Engineering | College of Engineering | University of Nebraska–Lincoln,91,801,"The Civil and Environmental Engineering program at the University of Nebraska-Lincoln (UNL) was originally established as the Department of Civil Engineering in 1877. Today, we lead the College of Engineering in extramural research funding and boast the highest percentage of endowed professors in the College of Engineering. Our degree programs are offered in both Lincoln and",377,2361,Civil & Environmental Engineering,33,Naive implemantation of the backward pass through the BatchNorm-Layer,69,285,63.0,87288,24718,285,63.0,4.524,1.08,95,73,0,7,7,0,7.628,2,2,3,4,2,3
https://civil.olemiss.edu/,text/html; charset=UTF-8,200,Indexable,Ole Miss Civil Engineering,26,228,Come study civil engineering at the University of Mississippi - learn how to design and build structures safely and sustainably,127,774,Ole Miss CIVIL,14,99 Bottles of OOP - 2nd Edition,31,127,31.0,91591,91591,127,31.0,4.097,1.08,28,21,0,11,10,0,10.72,2,2,3,3,2,3
https://www.ccee.iastate.edu/,text/html; charset=UTF-8,200,Indexable,"Department of Civil, Construction and Environmental Engineering – Iowa State University Department of Civil, Construction and Environmental Engineering Website",159,1439,"Iowa State University Department of Civil, Construction and Environmental Engineering Website",93,590,"Department of Civil, Construction and Environmental Engineering",63,Mathematics,11,407,71.0,56442,12149,407,71.0,5.732,2.15,95,58,0,5,5,0,1.659,2,2,2,3,3,4
https://www.cpp.edu/engineering/ce/index.shtml,text/html; charset=UTF-8,200,Indexable,What is Civil Engineering,25,218,"Civil Engineering, College of Engineering",41,249,What is Civil Engineering,25,Get Ready to Jump in 2024,25,1342,214.0,60549,60549,1342,214.0,6.271,1.08,35,25,0,2,2,0,4.549,2,2,2,3,2,3
https://ccee.ncsu.edu/academics/graduate-programs/,text/html; charset=UTF-8,200,Indexable,"Graduate Programs | Department of Civil, Construction, and Environmental Engineering",84,765,"Department of Civil, Construction, and Environmental Engineering",64,405,Graduate Programs,17,Mathematics,11,1028,184.0,101193,23854,1028,184.0,5.587,1.08,126,69,0,24,16,0,2.486,2,2,2,3,2,3
https://cse.lmu.edu/graduateprograms/msce/,text/html; charset=UTF-8,200,Indexable,Master of Science in Engineering in Civil Engineering - Loyola Marymount University,83,734,Earn your Master of Science in Civil Engineering at Loyola Marymount Universityand learn essential tools for sustainably managing and solving complex environmental problems.,173,1094,Master of Science in Engineering in Civil Engineering,53,GUIDELINES,10,874,185.0,53966,9741,874,185.0,4.724,1.08,140,58,0,11,11,0,3.017,2,2,3,4,2,3
https://ceae.ku.edu/,text/html; charset=UTF-8,200,Indexable,"Welcome to the Civil, Environmental and Architectural Engineering Department | Civil, Environmental & Architectural Engineering",127,1130,You don’t mention where the chair came apart. But here’s a general process I use when repairing a chair. I do this professionally so I can’t have my work end up causing an injury. All loose joints need to be cleaned of all residual glue. This mean...,250,0,"Civil, Environmental & Architectural Engineering",48,2024–25 Ski Passport grades 3–6,31,421,95.0,107049,19608,421,95.0,4.432,1.08,135,99,0,14,11,0,1.561,2,2,3,1,3,4
